{'week': 5, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16850, 'time_field_segment': 15, 'device_id': 7}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16855, 'time_field_segment': 29, 'device_id': 3}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16855, 'time_field_segment': 29, 'device_id': 6}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16855, 'time_field_segment': 32, 'device_id': 1}
{'week': 3, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16855, 'time_field_segment': 35, 'device_id': 4}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16855, 'time_field_segment': 35, 'device_id': 3}
{'week': 3, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16855, 'time_field_segment': 35, 'device_id': 9}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16855, 'time_field_segment': 35, 'device_id': 5}
{'week': 3, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16855, 'time_field_segment': 35, 'device_id': 9}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16855, 'time_field_segment': 41, 'device_id': 1}
{'week': 3, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16855, 'time_field_segment': 41, 'device_id': 8}
{'week': 3, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16855, 'time_field_segment': 42, 'device_id': 8}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16855, 'time_field_segment': 42, 'device_id': 5}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16855, 'time_field_segment': 43, 'device_id': 3}
{'week': 3, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16855, 'time_field_segment': 43, 'device_id': 1}
{'week': 3, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16855, 'time_field_segment': 43, 'device_id': 7}
{'week': 4, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 12, 'device_id': 7}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 1}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 3}
{'week': 4, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 4}
{'week': 4, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 8}
{'week': 4, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 9}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 6}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 5}
{'week': 4, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 8}
{'week': 4, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 9}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16856, 'time_field_segment': 16, 'device_id': 6}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16856, 'time_field_segment': 16, 'device_id': 5}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air  condioner', 'days_after_1970': 16856, 'time_field_segment': 16, 'device_id': 3}
{'week': 4, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 7}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 15, 'device_id': 1}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16856, 'time_field_segment': 27, 'device_id': 3}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16856, 'time_field_segment': 27, 'device_id': 6}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16856, 'time_field_segment': 29, 'device_id': 3}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16856, 'time_field_segment': 29, 'device_id': 6}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 32, 'device_id': 1}
{'week': 4, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16856, 'time_field_segment': 35, 'device_id': 4}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16856, 'time_field_segment': 35, 'device_id': 3}
{'week': 4, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16856, 'time_field_segment': 35, 'device_id': 9}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16856, 'time_field_segment': 35, 'device_id': 5}
{'week': 4, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16856, 'time_field_segment': 35, 'device_id': 9}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 41, 'device_id': 1}
{'week': 4, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16856, 'time_field_segment': 41, 'device_id': 8}
{'week': 4, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16856, 'time_field_segment': 42, 'device_id': 8}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16856, 'time_field_segment': 42, 'device_id': 5}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16856, 'time_field_segment': 43, 'device_id': 3}
{'week': 4, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 43, 'device_id': 1}
{'week': 4, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16856, 'time_field_segment': 43, 'device_id': 7}
{'week': 5, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 12, 'device_id': 7}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 1}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 3}
{'week': 5, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 4}
{'week': 5, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 8}
{'week': 5, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 9}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 6}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 5}
{'week': 5, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 8}
{'week': 5, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 9}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 16, 'device_id': 6}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 16, 'device_id': 5}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air  condioner', 'days_after_1970': 16857, 'time_field_segment': 16, 'device_id': 3}
{'week': 5, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 7}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 1}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 27, 'device_id': 3}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 27, 'device_id': 6}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 29, 'device_id': 3}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 29, 'device_id': 6}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 32, 'device_id': 1}
{'week': 5, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 4}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 3}
{'week': 5, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 9}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 5}
{'week': 5, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 9}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 41, 'device_id': 1}
{'week': 5, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 41, 'device_id': 8}
{'week': 5, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16855, 'time_field_segment': 42, 'device_id': 8}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 42, 'device_id': 5}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 43, 'device_id': 3}
{'week': 5, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 43, 'device_id': 1}
{'week': 5, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 43, 'device_id': 7}
{'week': 6, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 7}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 1}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 3}
{'week': 6, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 4}
{'week': 6, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 8}
{'week': 6, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 9}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 6}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 5}
{'week': 6, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 18, 'device_id': 8}
{'week': 6, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 18, 'device_id': 9}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 19, 'device_id': 6}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 20, 'device_id': 5}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air  condioner', 'days_after_1970': 16857, 'time_field_segment': 20, 'device_id': 3}
{'week': 6, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 20, 'device_id': 7}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 20, 'device_id': 1}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 26, 'device_id': 3}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 26, 'device_id': 6}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 28, 'device_id': 3}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 28, 'device_id': 6}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 1}
{'week': 6, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16857, 'time_field_segment': 36, 'device_id': 4}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 36, 'device_id': 3}
{'week': 6, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 36, 'device_id': 9}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 36, 'device_id': 5}
{'week': 6, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 37, 'device_id': 9}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 44, 'device_id': 1}
{'week': 6, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 44, 'device_id': 8}
{'week': 6, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 44, 'device_id': 8}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 45, 'device_id': 5}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 45, 'device_id': 3}
{'week': 6, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 45, 'device_id': 1}
{'week': 6, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 45, 'device_id': 7}
{'week': 7, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 12, 'device_id': 7}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 1}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 3}
{'week': 7, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 4}
{'week': 7, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 8}
{'week': 7, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 9}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 6}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 5}
{'week': 7, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 8}
{'week': 7, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16857, 'time_field_segment': 15, 'device_id': 9}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16857, 'time_field_segment': 16, 'device_id': 6}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 16, 'device_id': 5}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air  condioner', 'days_after_1970': 16857, 'time_field_segment': 16, 'device_id': 3}
{'week': 7, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 17, 'device_id': 7}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 27, 'device_id': 3}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 28, 'device_id': 3}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 32, 'device_id': 1}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 3}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16857, 'time_field_segment': 35, 'device_id': 5}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 41, 'device_id': 1}
{'week': 7, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16857, 'time_field_segment': 44, 'device_id': 8}
{'week': 7, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16857, 'time_field_segment': 43, 'device_id': 3}
{'week': 7, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16857, 'time_field_segment': 43, 'device_id': 7}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 1}
{'week': 1, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 4}
{'week': 1, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 9}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 5}
{'week': 1, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 9}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 5}
{'week': 1, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16858, 'time_field_segment': 15, 'device_id': 7}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16858, 'time_field_segment': 27, 'device_id': 3}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16858, 'time_field_segment': 28, 'device_id': 3}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16858, 'time_field_segment': 32, 'device_id': 1}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16858, 'time_field_segment': 35, 'device_id': 3}
{'week': 1, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16858, 'time_field_segment': 35, 'device_id': 9}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16858, 'time_field_segment': 35, 'device_id': 5}
{'week': 1, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16858, 'time_field_segment': 35, 'device_id': 9}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16858, 'time_field_segment': 41, 'device_id': 1}
{'week': 1, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16858, 'time_field_segment': 41, 'device_id': 8}
{'week': 1, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16858, 'time_field_segment': 42, 'device_id': 8}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'TV', 'days_after_1970': 16858, 'time_field_segment': 42, 'device_id': 5}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16858, 'time_field_segment': 43, 'device_id': 3}
{'week': 1, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16858, 'time_field_segment': 43, 'device_id': 1}
{'week': 2, 'device_location': 'bedroom', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16859, 'time_field_segment': 12, 'device_id': 7}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air condioner', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 3}
{'week': 2, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 8}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 6}
{'week': 2, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 8}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 6}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'air  condioner', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 3}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'light', 'days_after_1970': 16859, 'time_field_segment': 15, 'device_id': 1}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16859, 'time_field_segment': 27, 'device_id': 6}
{'week': 2, 'device_location': 'living room', 'season ': 4, 'device_status': 1, 'device_name': 'soft music', 'days_after_1970': 16859, 'time_field_segment': 28, 'device_id': 6}
{'week': 2, 'device_location': 'stuty', 'season ': 4, 'device_status': 1, 'device_name': 'curtain', 'days_after_1970': 16859, 'time_field_segment': 35, 'device_id': 4}
{'week': 2, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16859, 'time_field_segment': 35, 'device_id': 9}
{'week': 2, 'device_location': 'kitchen', 'season ': 4, 'device_status': 1, 'device_name': 'electric cookers', 'days_after_1970': 16859, 'time_field_segment': 35, 'device_id': 9}
{'week': 2, 'device_location': 'washroom', 'season ': 4, 'device_status': 1, 'device_name': 'heater', 'days_after_1970': 16859, 'time_field_segment': 41, 'device_id': 8}
